C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_03_159.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_03_159.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_03_159.jpg,0,0,0,1.51661E-05
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_03_226.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_03_226.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_03_226.jpg,0,0,0,8.768156E-06
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_03_299.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_03_299.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_03_299.jpg,0,0,0,2.328148E-05
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_03_371.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_03_371.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_03_371.jpg,0,0,0,1.590581E-05
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_03_438.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_03_438.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_03_438.jpg,0,0,0,2.045155E-06
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_03_507.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_03_507.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_03_507.jpg,0,0,0,1.114188E-05
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_03_575.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_03_575.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_03_575.jpg,0,0,0,4.966199E-06
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_03_647.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_03_647.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_03_647.jpg,0,0,0,1.237787E-05
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_03_718.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_03_718.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_03_718.jpg,0,0,0,9.247398E-06
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_03_788.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_03_788.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_03_788.jpg,0,0,0,6.670674E-06
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_03_855.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_03_855.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_03_855.jpg,0,0.181401,0,0.06553581
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_03_924.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_03_924.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_03_924.jpg,0,0.3630681,0,0.2818388
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_03_995.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_03_995.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_03_995.jpg,0,0.5995878,0,0.791194
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_04_066.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_04_066.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_04_066.jpg,0,0.7968129,0,1.233263
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_04_137.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_04_137.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_04_137.jpg,-0.1,1,0,2.150888
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_04_214.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_04_214.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_04_214.jpg,-0.3,1,0,3.077835
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_04_281.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_04_281.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_04_281.jpg,-0.45,1,0,3.770908
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_04_353.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_04_353.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_04_353.jpg,-0.6500001,1,0,4.675618
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_04_423.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_04_423.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_04_423.jpg,0,1,0,5.317343
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_04_493.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_04_493.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_04_493.jpg,0,1,0,6.232755
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_04_565.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_04_565.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_04_565.jpg,0,1,0,6.920333
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_04_634.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_04_634.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_04_634.jpg,0,1,0,7.831141
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_04_702.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_04_702.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_04_702.jpg,-0.1,1,0,8.50755
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_04_771.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_04_771.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_04_771.jpg,-0.3,1,0,9.383239
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_04_843.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_04_843.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_04_843.jpg,-0.45,1,0,10.01674
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_04_913.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_04_913.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_04_913.jpg,0,1,0,10.87998
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_04_984.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_04_984.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_04_984.jpg,0,1,0,11.63707
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_05_056.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_05_056.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_05_056.jpg,0,1,0,12.45049
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_05_127.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_05_127.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_05_127.jpg,-0.15,1,0,13.06394
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_05_201.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_05_201.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_05_201.jpg,-0.35,1,0,13.83893
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_05_275.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_05_275.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_05_275.jpg,-0.5500001,1,0,14.5812
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_05_346.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_05_346.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_05_346.jpg,0,1,0,15.25325
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_05_412.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_05_412.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_05_412.jpg,0,1,0,16.04536
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_05_484.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_05_484.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_05_484.jpg,0,1,0,16.78152
C:\Users\KIIT\Desktop\data\IMG\center_2024_04_10_00_19_05_555.jpg,C:\Users\KIIT\Desktop\data\IMG\left_2024_04_10_00_19_05_555.jpg,C:\Users\KIIT\Desktop\data\IMG\right_2024_04_10_00_19_05_555.jpg,-0.1,1,0,17.62509
